4732|Zone 1 of the Lliver Acinus
5343|Venous System
7334|Osteoclast
6872|A-V Node
6168|Splenic Arteriole
7335|A large multinuclear cell associated with the absorption and removal of bone. (MeSH)
7336|Any anatomical feature created by surgery.  This includes structures created to mimic the function of a structure removed by surgery or destroyed by disease.
5348|Body of the Nail
6875|A cell that conducts a nerve impulse that originated at a receptor in one of the interior organs of the one of the three cavities of the body and proceeds towards the central nervous system.
7337|Surgically Created Structure
5346|Inferior Maxillary Nerve
6876|Visceral Afferent Neuron
7338|Digestive System (All Sites)
5345|Deciduous Tooth
6877|T2 Vertebra
7339|The system that includes the esophagus, stomach, small and large intestine, anus, liver, biliary tract, and pancreas.
825|Activated B-Lymphocyte
826|A white blood cell produced in the bone marrow that, due to contact with an antigen, able to proliferate and differentiate into B memory cells, antibody-secreting B-lymphocytes or plasma cells.
959|Right Surface of the Liver
823|Superior Cerebellopontine Cistern
824|Vitreous Chamber
6160|The tissue of the pineal gland. The pineal gland is a small reddish-gray body, about 8 mm. in length which lies in the depression between the superior colliculi. It is attached to the roof of the third ventricle near its junction with the mid-brain. It develops as an outgrowth from the third ventricle of the brain. The pineal parenchyma consists of follicles lined by epithelium and enveloped by connective tissues. It produces and secretes melatonin.
5340|Spleen Germinal Center
6163|Lobule
957|Hepatic Parenchyma
829|esophagus
6162|lobule
6165|Dentin
955|Duct of the Epididymis
7330|Esophageal Serosal Surface
956|Hepatic Tissue
828|The portion of the digestive canal between the pharynx and stomach. It is about 25 cm long and consists of three parts: the cervical part, from the cricoid cartilage to the thoracic inlet; thoracic part, from thoracic inlet to the diaphragm; and abdominal part, below the diaphragm to the cardiac opening of the stomach.
7331|Left Hypochondriac Region
6164|The hard portion of the tooth surrounding the pulp, covered by enamel on the crown and cementum on the root. Dentin is harder and denser than bone but softer than enamel.
965|Head of the Tibia
962|Lateral Surface of Liver
961|Lateral Surface of the Liver
960|Right Surface of Liver
832|Transitional Zone of the Prostatic Parenchyma
831|Esophagus
830|Gastrointestinal Tract, Esophagus
6868|Mature Bone
4729|Cerebral White Matter
7329|CA3 Field of the Cornu Ammonis
6867|Ectocervical Squamous Cell
4727|Periosteal Cell
4726|A cell of the loose cellular inner layer of the periosteal tissue in the intramembranous ossification of bone
6869|Lamellar Bone
5339|Splenic Germinal Center
4725|Cervical Vertebra
4724|Cervical Vertebrae
4723|Anterior Parietal Artery
4722|Rib 4
2618|Marrow platelet
2619|Hayem's elementary corpuscle
821|Epiglottic Cartilage
2611|The part of the nervous system of vertebrates that controls involuntary actions of the smooth muscles and heart and glands.
2612|Autonomic Nervous System
2613|Esophageal Muscularis Mucosa
2614|Right Ureter
2615|PLT - Platelet
932|Transverse Fissure
2616|Thrombocyte/Platelet
930|Rib Shaft
2617|Thrombocyte
819|Gland of Moll
925|Visceral Striated Muscle Tissue
924|Interdigitating Cells
818|An anatomical unit of hepatic tissue, composed of an interlobular vein of liver, an interlobular artery of liver and an interlobular bile duct. The triads are embedded in the interlobular connective tissue and travel together throughout the liver parenchyma.
817|Portal Triad
923|Interdigitating Dendritic Cell
816|Head of the Epididymis
922|A dendritic cell found in the paracortex that captures blood-borne antigens in peripheral tissues and transports them to the periarteriolar lymphoid sheath where initial B and T cell activation takes place. These cells play an important role in cellular immunity.
929|Small Intestinal Lamina Propria
928|Jejunum
814|Metacarpal Bone Digit 4
2620|Reticuloendothelial System, Platelets
813|Medial Palpebral Ligament
926|Muscle tissue associated with organs such as tongue, pharynx, diaphragm and upper part of the esophagus. It is identical in structure to skeletal muscle tissue.
812|Posterior Annular Ligament
2609|Sacral Spinal Cord
2607|Fibroblast
6889|Multipotent Stem Cell
2601|Gastric Antrum
2602|Antrum Pylori
810|Geniculate Body
2600|Alveus
2605|fibroblast
940|Adrenal Cortex
2606|Fibroblasts
941|The outer layer of the adrenal gland. It secretes mineralocorticoids, androgens, and glucocorticoids. (MeSH)
2604|Flexor Hallucis Longus
943|Right Lung Alveolar Duct
934|Internal Mammary Artery
6891|Gluteal Artery
806|Type 2 Helper Cell
805|Type 2 Helper Cells are a subset of helper-inducer T-lymphocytes which synthesize and secrete the interleukins IL-4, IL-5, IL-6, and IL-10. These cytokines influence B-cell development and antibody production as well as augmenting humoral responses.
6890|Superior Gluteal Artery
933|Internal Thoracic Artery
808|Th2 Cell
935|Corneoscleral Coat
807|Th2 Cells
938|Trochanter
802|Nasal cavity/Paranasal sinuses
801|Sinuses, Paranasal
804|Accessory sinus
939|Cortex of adrenal gland
803|Nasal Sinuses
6899|Mature B-Cell
6898|Mature B-Lymphocyte
6897|A mucus-producing epithelial cell lining the endocervical lumen.
6896|Endocervical Columnar Cell
809|Th-2 Cell
6894|Epiglottis
6893|epiglottis
5307|A thin layer of fibrous tissue capable of stretching and contracting. It is part of the tunica media of the blood vessels.
5306|External Elastic Membrane
5305|Connective tissue membranes that surround and support the spinal cord and cauda equina. They are continuous with cranial meninges, which surround and support the brain.
5309|External Geniculate Body
2636|Facial Muscles
2637|Facial Muscle
910|Optic Disc
2638|Muscles of facial expression or mimetic muscles that include the numerous muscles supplied by the facial nerve that are attached to and move the skin of the face. (MeSH)
2639|Gastric Pit
2632|Cochlear Duct
2633|Teres Muscle
800|Sinuses, Nasal
2634|Vertebral Artery
2635|VA
2640|Gastric Foveola
907|Optic Papilla
2642|Right Fallopian Tube
905|Infraorbital Artery
904|Germinal Epithelium
903|Pericyte
902|Slender, contractile, mesenchymal-like cells found in close association with capillary walls. They are relatively undifferentiated and may become fibroblasts, macrophages, or smooth muscle cells. (MeSH)
901|Pericapillary Cell
900|Rouget Cells
5310|mucous membrane
5311|mucosa
5315|Ulnar Artery
909|Optic Disk
5312|Mucous Membrane
908|Optic Nerve Head
5313|Mucosa
2629|Bizzozero's corpuscle/cell
2627|platelets
2628|Blood Platelet
920|Metacarpal Bone Digit 5
2625|Blood Platelets
2626|Platelet
2623|An irregular, disc-shaped element in the blood that assists in blood clotting. Platelets are not blood cells, they are fragments of large bone marrow cells called megakaryocytes.
2624|Platelets
2621|Deetjeen's body
2622|thrombocytes
916|Portal Vein
2630|Thrombocytes
918|Osteon
917|Hepatic Portal Vein
912|Epigastric Region
913|Gland of Krause
5300|Pons Cerebelli
5301|Pons
919|Haversian System
5302|The middle portion of the brainstem located between the midbrain and the medulla oblongata.  The fourth ventricle lies dorsal to the pons which also contains the motor trigeminal nuclei and the abducens nuclei.  The cerebellum contributes a large number of afferent fibers to the pons.
5304|Spinal Meninges
2655|Erythrocytes
2654|Blood normocyte
2657|Red Cell
2656|red blood cell
2659|Red cells
2658|Erythrocytic
2660|blood corpuscles
2661|Erythrocyte
2662|Red blood corpuscule
2663|RBC
2664|Blood erythrocyte
2646|Collagen Fibril
2644|Exocrine Pancreas
2643|Superior Parathyroid Gland
2649|Red cell of marrow
2648|Cell specialized for oxygen transport, having a high concentration of hemoglobin in the cytoplasm and little else; biconcave, anucleate discs, 7nm diameter in mammals.
2652|Reticuloendothelial System, Erythrocytes
2653|Red Blood Cells
2650|RBC - Red blood cell
2651|erythrocytes
2677|Dentition
2679|Right Common Iliac Artery
2678|The teeth collectively in the dental arch. Dentition ordinarily refers to the natural teeth in position in their alveoli. (MeSH)
2683|Superior Palpebral Fold
2684|External Abdominal Ring
2685|Thoracic Spinal Cord
2686|Thoracic Portion of Spinal Cord
2681|Collagen Fiber
2668|Lumbar Portion of Spinal Cord
2667|Lumbar Spinal Cord
2665|Spinal Nerve Plexus
2674|Cardia
2675|Teres Minor Muscle
2672|Gastric Cardia
2673|Cardia, NOS Gastric Cardia
2670|Venous System Endothelium
2573|Endocervix
2576|Popliteal Lymph Node
2575|Serratus Magnus
2570|Head and Neck Part
2571|Terminal Bronchiole
3101|Cuneiform Bone of the Foot
3102|Intercalated Disk
3104|Occipital Sulcus
2566|A cell that covers the surface of the body and lines its cavities that has a specific function to perform.
2567|Specialized Epithelial Cells
2568|Specialized Epithelial Cell
2569|Epithelial Cells, Specialized
2587|Right Testis
2586|Oculomotor Nucleus
2583|Arteriole
2582|Body of Stomach
3114|Upper Opening of the Thorax
3112|Lunate Sulcus
3110|Muscle Spindles
3111|Muscle Spindle
3109|The Muscle Spindle is composed of intrafusal fibers that are located within and run parallel to the extrafusal fibers of skeletal muscle. When the extrafusal fibers are stretched, the intrafusal fibers of the spindle stretch as well. When stretching occurs, the sensory neuron from the muscle spindle signals the motor neurons located within the ventral horn of the spinal cord. This signal causes the motor neurons to fire, resulting in contraction of the muscle. This reflex arc provides negative feedback. The muscular contraction induced by the stretching works against or negates further muscle stretch. This mechanism helps to maintain proper muscle tension or tone. Although the muscle spindle helps to maintain proper muscle tension, unlike the Golgi tendon organ, it is not an indicator of muscle tension, but rather of muscle length.
3106|Parahippocampal Gyrus
2579|Terminal Bronchiole Epithelium
2577|Ambient Cistern
2578|Epithelium consisting of a single layer of cuboidal epithelial cells without goblet cells.
2591|Cochlear Labyrinth
2593|Vein
2596|Terminal Bar
2595|Clitoris
2598|Vertebral Vein
3120|Cementocyte
3121|A cell in a hollow cavity of cellular cementum, ranging in shape from round to oval or flattened, and exhibiting numerous protoplasmic processes extending from its free surface.
3122|Middle Frontal Convolution
3124|peripheral stem cells
2590|Ependyma
3125|Peripheral Blood Stem Cells
3126|An immature (progenitor) cell circulating in the peripheral blood.  It has the capacity for replication and differentiation to mature blood cells.
3117|Hilar Area of the Left Lung
3116|Diencephalon
3119|Ovarian Follicle Fluid
2588|A thin membrane that lines the ventricles of the brain and the central canal of the spinal cord.
2589|Ependymal Tissue
3132|Membrane
3133|Cuboidal Epithelium
3130|A thin sheet or layer of pliable tissue, serving as a covering or envelope of a part, as the lining of a cavity, as a partition or septum, or to connect two structures.
3131|membrane
3136|Hypophyseal Portal Vein
3129|Peripheral Stem Cells
3128|PBSC
3127|Peripheral Blood Stem Cell
1083|Plexiform Layer of the Cerebral Cortex
1082|Superior Frontal Sulcus
1081|Smooth Muscle
1080|Smooth Muscle Tissue
1088|The nerves outside of the brain and spinal cord, including the autonomic, cranial, and spinal nerves. (MeSH)
1087|Peripheral Nerve
1086|Peripheral Nerves
1085|The superficial layer of the cerebral cortex, containing nerve fibers, neuroglial cells, and occasional horizontal cells of Cajal.
1084|Molecular Layer of the Cerebral Cortex
1092|A branched epithelial cell that supports epithelial structures.
1091|Lateral Posterior Nucleus of the Thalamus
1094|Epithelial Reticular Cell
1093|Epithelial Reticular Cells
1099|Renal Calix
1095|Ovarian Artery
1098|Renal Calyces
1097|Renal Calyx
4627|Neck Muscle
4628|Lobule of the Auricle
4623|Bladder Transitional Cell
4624|An epithelial cell, found in the bladder, originally thought to represent a transitional form between stratified squamous and columnar epithelial cells.  In the contracted condition the epithelium consists of many cell layers, whereas in the stretched condition usually only two layers of cells can be distinguished.
4625|Rotator Cuff
1038|Muscle Tissue
1037|Tissue responsible for the body movements and the shape and size changes of interna organs.  Muscle tissue is composed of specialized contractile cells.  There are two types of muscle tissue recognized:striated and smooth muscle.  The striated muscle tissue is further subdivided into skeletal, visceral striated, and cardiac muscle.
1039|Muscle
1044|Intra-Thoracic Lymph Node
1045|Articular Bone Surface
3181|Bulbourethral Gland Secretion
3182|Choroid Plexus of the Third Ventricle
1047|Hepatic Vein
1041|Continuous Capillary
7352|Myofilament
3180|Prostate Gland Secretion
1042|sphincter
1043|Sphincter
7350|Diaphragma Sellae
6102|A richly vascularized and innervated connective tissue of mesodermal origin contained in the central cavity of a tooth and delimited by the dentin. It has formative, nutritive, sensory, and protective functions.
7357|Chondroblast
4631|dendritic cell
7356|Inferior Colliculus
4630|External Pterygoid Muscle
7355|Posterior Quadrigeminal Body
4633|Dendritic Cells
6100|Cervix Squamous Epithelium
3189|Mechanoreceptors
6101|Dental Pulp
7354|Pubic Bone
4632|Veiled Cells
3187|UES
6106|Red Pulp
6107|Splenic pulp seen grossly as a reddish brown substance, due to its abundance of red blood cells, consisting of splenic sinuses and the tissue intervening between them (splenic cords).
6104|Azygos Vein
3185|Left Lung Alveolus
6105|Splenic Red Pulp
3186|Upper Esophageal Sphincter
7358|A cartilage-forming cell derived from a mesenchymal cell. The chondroblast secretes hyaluronidase, chondroitin sulfates, and collagen II to form a collagen matrix. It differentiates into a chondrocyte.
4638|Bladder Transitional Epithelium
4639|Bladder Transitional Cell Epithelium
4636|Left Subclavian Artery
4637|Bladder Urothelium
4634|Dendritic Cell
4635|Dendritic Cells are immunocompetent cells of the lymphoid and hemopoietic systems and skin. They function morphologically and phenotypically by presenting or processing antigens, thereby stimulating cellular immunity. They represent the most potent antigen-presenting cells and, therefore, play a critical role in the primary T cell immune response.
1049|Lumbar Spinal Nerve Root
1048|Lumbar Spinal Nerve Roots
1057|liver
3192|hypothalamus
3193|Hypothalamus
1055|Hepatic Organ System
1056|Body System, Hepatic
7340|Body System, Gastrointestinal
1054|Liver
7342|Organ System, Gastrointestinal
1051|Hematopoietic and Lymphoid Cell
3190|Mechanoreceptor
7341|Digestive System
1052|One of the cells of the blood, a leukocyte or erythrocyte.  SYN blood corpuscle.
3191|Hypothalamus is an important supervisory center in the brain, rich in ganglia, nerve fibers, and synaptic connections. It is composed of several sections called nuclei, each of which controls a specific function. The hypothalamus regulates body temperature, blood pressure, heartbeat, metabolism of fats and carbohydrates, and sugar levels in the blood. Through direct attachment to the pituitary gland, the hypothalamus also meters secretions controlling water balance and milk production in the female. The role of the hypothalamus in awareness of pleasure and pain is well established in the laboratory. It is involved in the expression of emotions, such as fear and rage, and in sexual behaviors. Despite its numerous vital functions, the hypothalamus in humans accounts for only 1/300 of total brain weight, and is about the size of an almond. Structurally, it is joined to the thalamus; the two work together to monitor the sleep-wake cycle.
4644|The primitive differentiated female gamete which gives rise to an oocyte. (MeSH)
7344|Gastrointestinal System
4643|Inferior Temporal Gyrus
7343|Gastrointestinal Organ System
7346|Epigastric Vein
4642|A small, faintly staining cell with scanty cytoplasm and rounded or polygonal contours. It is found in clusters in the anterior lobe of the pituitary gland.
7345|Gastrointestinal Body System
4641|Chromophobe Cell
3196|Antihelix
7348|Autocrine
3197|Occipital-Temporal Gyrus
7347|Autocrine Systems
3198|Fusiform Gyrus
3199|duct
7349|Organ systems involved in self-stimulation through cellular production of a factor and a specific receptor for it.
4645|Primordial ovum
4646|Primary oocyte
4647|Primary Oocyte
4648|Oogonium
4649|Oogonia
6119|Postgerminal Center B-Lymphocyte of Unknown Differentiation Stage
1059|Hepatic Body System
1062|Organ System, Hepatic
7375|Esophageal Lamina Propria
6120|Splenic Capsule
1063|Gastrointestinal Tract, Liver
7374|Gallbladder/Biliary system
7373|A pear-shaped organ just below the liver that stores the bile secreted by the liver, delivering the bile through the bile ducts into the intestines to help with digestion.
1064|Dura Mater
1065|Dura
7372|gallbladder
7371|Gall Bladder
1066|Dura mater - the outermost, toughest, and most fibrous of the three membranes (meninges) that surround and protect the brain and spinal cord.
1069|Irregular Tubule
6128|Fasciculata Zone
6129|Endocrine Ovary
6126|Communicating Artery
4650|Anal Squamous Zone
6124|Lower Jaw Incisor
7379|Occlusal Surface
