MA_0000105|cellular cartilage|
MA_0000106|costal cartilage|
MA_0000107|elastic cartilage|
MA_0000108|fibrocartilage|
MA_0000109|hyaline cartilage|
MA_0000110|intervertebral disc|
MA_0000111|annulus fibrosus|
MA_0000112|nucleus pulposus|
MA_0000113|ligament|
MA_0000114|synovium|
MA_0000115|tendon|
MA_0000116|adrenal gland|1295
MA_0000117|adrenal gland capsule|
MA_0000118|adrenal gland cortex|
MA_0000119|adrenal gland medulla|
MA_0000120|pancreas|
MA_0000121|pancreas body|879
MA_0000122|pancreas head|
MA_0000123|pancreas tail|
MA_0000124|pancreatic duct|
MA_0000125|dorsal pancreatic duct|
MA_0000126|ventral pancreatic duct|
MA_0000127|pancreatic islet|783
MA_0000128|parathyroid gland|
MA_0000129|thyroid gland|
MA_0000130|thyroglossal duct|
MA_0000131|thyroid gland lobe|
MA_0000132|thyroid gland medulla|
MA_0000133|cerebral hemisphere|416
MA_0000134|bone marrow|
MA_0000135|bronchus associated lymphoid tissue|306
MA_0000136|gut associated lymphoid tissue|291
MA_0000137|peyer's patch|
MA_0000138|lymphatic vessel|
MA_0000139|lymph node|
MA_0000140|mucosa associated lymphoid tissue|1803
MA_0000141|spleen|
MA_0000142|thymus|
MA_0000143|tonsil|
MA_0000144|integumental system gland|
MA_0000145|mammary gland|
MA_0000146|skin gland|
MA_0000147|skin apocrine gland|
MA_0000148|skin mucous gland|
MA_0000149|skin sebaceous gland|
MA_0000150|sweat gland|
MA_0000151|skin|
MA_0000152|dermis|
MA_0000153|epidermis|
MA_0000154|hair follicle|
MA_0000155|coat hair|
MA_0000156|hair cortex|
MA_0000157|hair cuticle|
MA_0000158|hair medulla|
MA_0000159|hair shaft|
MA_0000160|coat hair follicle|
MA_0000161|coat hair bulb|
MA_0000162|hair root sheath|
MA_0000163|vibrissa|827
MA_0000164|myocardium|853
MA_0000165|skeletal muscle|
MA_0000166|smooth muscle|
MA_0000167|central nervous system|
MA_0000168|brain|
MA_0000169|brainstem|712
MA_0000170|forebrain|620
MA_0000171|diencephalon|
MA_0000172|epithalamus|
MA_0000173|hypothalamus|
MA_0000174|mammillary body|
MA_0000175|pineal gland|272,273
MA_0000176|pituitary gland|296
MA_0000177|adenohypophysis|
MA_0000178|neurohypophysis|
MA_0000179|thalamus|
MA_0000180|dorsal thalamus|
MA_0000181|ventral thalamus|183
MA_0000182|third ventricle|99
MA_0000183|telencephalon|107,108
MA_0000184|basal ganglia|92
MA_0000185|cerebral cortex|
MA_0000186|neocortex layer|127
MA_0000187|neocortex region|1615
MA_0000188|corpus callosum|
MA_0000189|hippocampal formation|1657,1658
MA_0000190|dentate gyrus|
MA_0000191|hippocampus|1769
MA_0000192|lateral ventricle|
MA_0000193|olfactory cortex|1799
MA_0000194|olfactory bulb|1794
MA_0000195|hindbrain|1809
MA_0000196|fourth ventricle|1826
MA_0000197|metencephalon|
MA_0000198|cerebellum|
MA_0000199|cerebellar cortex|
MA_0000200|cerebellar hemisphere|
MA_0000201|cerebellar layer|
MA_0000202|cerebellar vermis|
MA_0000203|deep cerebellar nucleus|
MA_0000204|pons|
MA_0000205|myelencephalon|
MA_0000206|medulla oblongata|
MA_0000207|midbrain|928
MA_0000208|cerebral aqueduct|
MA_0000209|midbrain periaqueductal grey|901
MA_0000210|substantia nigra|
MA_0000211|tectum|
MA_0000212|tegmentum|
MA_0000213|cranial ganglion/nerve|
MA_0000214|cranial ganglion|
MA_0000215|cranial nerve|
MA_0000216|spinal cord|
MA_0000217|nerve|
MA_0000218|peripheral nervous system|
MA_0000219|autonomic nervous system|
MA_0000220|autonomic ganglion|
MA_0000221|autonomic nerve plexus|
MA_0000222|enteric nervous system|
MA_0000223|parasympathetic nervous system|
MA_0000224|parasympathetic nerve|
MA_0000225|sympathetic nervous system|
MA_0000226|sympathetic ganglion|
MA_0000227|sympathetic nerve trunk|
MA_0000228|peripheral nerve|
MA_0000229|peripheral nerve trunk|
MA_0000230|spinal ganglion/nerve|
MA_0000231|spinal ganglion|
MA_0000232|dorsal root ganglion|
MA_0000233|spinal nerve|
MA_0000234|segmental spinal nerve|
MA_0000235|spinal nerve plexus|
MA_0000236|ear|971
MA_0000237|inner ear|956
MA_0000238|bony labyrinth|939
MA_0000239|osseus cochlea|
MA_0000240|cochlea|
MA_0000241|endolymphatic duct/sac|
MA_0000242|membranous labyrinth|
MA_0000243|cochlear duct|
MA_0000244|ductus reuniens|
MA_0000245|vestibular labyrinth|367
MA_0000246|saccule|
MA_0000247|utricle|
MA_0000248|perilymphatic channel|442
MA_0000249|semicircular canal|
MA_0000250|osseus semicircular canal|
MA_0000251|semicircular duct|1806
MA_0000252|otic capsule|1792
MA_0000253|middle ear|1777
MA_0000254|auditory bone|1762,1763
MA_0000255|auditory tube|1745,1746
MA_0000256|tympanic cavity muscle|
MA_0000257|tympanic membrane|
MA_0000258|outer ear|1944
MA_0000259|auricle|1930
MA_0000260|external acoustic meatus|1313
MA_0000261|eye|
MA_0000262|eye anterior chamber|
MA_0000263|choroid|
MA_0000264|ciliary body|
MA_0000265|conjunctiva|1237
MA_0000266|cornea|1278
MA_0000267|eye gland|
MA_0000268|eyelid|1449
MA_0000269|eyelid muscle|
MA_0000270|eyelid tarsus|
MA_0000271|eye muscle|
MA_0000272|hyaloid cavity|
MA_0000273|iris|
MA_0000274|lacrimal apparatus|
MA_0000275|lens|
MA_0000276|retina|
MA_0000277|neural retinal epithelium|
MA_0000278|optic disc|
MA_0000279|pigmented retinal epithelium|
MA_0000280|sclera|
MA_0000281|nose|
MA_0000282|naris|
MA_0000283|nasal capsule|
MA_0000284|nasal cavity|
MA_0000285|nasal septum|
MA_0000286|nasal turbinate|
MA_0000287|olfactory gland|420
MA_0000288|olfactory receptor nerve|
MA_0000289|vomeronasal organ|446
MA_0000290|appendicular skeleton|
MA_0000291|girdle bone|
MA_0000292|pectoral girdle bone|
MA_0000293|pelvic girdle bone|
MA_0000295|carpal/tarsal bone|
MA_0000296|carpal bone|
MA_0000297|tarsal bone|
MA_0000298|limb long bone|
MA_0000299|forelimb long bone|
MA_0000300|hindlimb long bone|
MA_0000301|metacarpal/metatarsal bone|
MA_0000302|metacarpal bone|
MA_0000303|metatarsal bone|
MA_0000304|phalanx|
MA_0000305|foot phalanx|
MA_0000306|hand phalanx|
MA_0000307|other limb bone|
MA_0000308|axial skeleton|
MA_0000309|vertebra|
MA_0000310|caudal vertebra|1253
MA_0000311|cervical vertebra|
MA_0000312|lumbar vertebra|
MA_0000313|sacral vertebra|1189
MA_0000314|thoracic vertebra|
MA_0000315|rib|
MA_0000316|cranium|1205,1206
MA_0000317|chondrocranium|1118,1119
MA_0000318|viscerocranium|1101
MA_0000319|joint|
MA_0000320|cartilaginous joint|
MA_0000321|fibrous joint|
MA_0000322|synovial joint|
MA_0000323|gastrointestinal system|945,946
MA_0000324|hepatobiliary system|925
MA_0000325|renal/urinary system|493
MA_0000326|reproductive system|
MA_0000327|respiratory system|
MA_0000328|intestine|
MA_0000329|anal region|
MA_0000330|anal canal|
MA_0000331|anus|
MA_0000332|ileocaecal junction|407
MA_0000333|large intestine|
MA_0000334|cecum|435
MA_0000335|colon|
MA_0000336|rectum|
MA_0000337|small intestine|
MA_0000338|duodenum|
MA_0000339|ileum|
MA_0000340|jejunum|
MA_0000341|oral region|1968
MA_0000342|gingiva|1950
MA_0000343|lip|
MA_0000344|oral epithelium|
MA_0000345|oral region cartilage/bone|
MA_0000346|salivary gland|
MA_0000347|tongue|
MA_0000348|tooth|
MA_0000349|incisor|
MA_0000350|molar|
MA_0000351|oropharynx|
MA_0000352|esophagus|1272
MA_0000353|stomach|
MA_0000354|bile duct|
MA_0000355|cystic duct|
MA_0000356|gall bladder|
MA_0000357|hepatic duct|
MA_0000358|liver|
MA_0000359|liver bare area|
MA_0000360|liver lobe|
MA_0000361|liver left lobe|
MA_0000362|liver middle lobe|
MA_0000363|liver right lobe|
MA_0000364|liver caudate lobe|133
MA_0000365|liver quadrate lobe|
MA_0000366|liver parenchyma|57
MA_0000367|liver sinusoid|73
MA_0000368|kidney|
MA_0000369|kidney calyx|7
MA_0000370|kidney capsule|695
MA_0000371|kidney collecting duct|634
MA_0000372|kidney cortex|657
MA_0000373|kidney medulla|586
MA_0000374|kidney pelvis|610
MA_0000375|nephron|
MA_0000376|renal corpuscle|565,566
MA_0000377|renal tubule|536
MA_0000378|ureter|
MA_0000379|urethra|
MA_0000380|urinary bladder|
MA_0000381|female reproductive system|1090
MA_0000382|clitoris|
MA_0000383|female reproductive gland|
MA_0000384|ovary|
MA_0000385|oviduct|1174,1175
MA_0000386|placenta|
MA_0000387|os clitoris|
MA_0000388|unfertilized egg|1233
MA_0000389|uterus|
MA_0000390|endometrium|
MA_0000391|myometrium|1337
MA_0000392|uterine cervix|
MA_0000393|uterine horn|
MA_0000394|vagina|
MA_0000395|vulva|
MA_0000396|male reproductive system|1621
MA_0000397|epididymis|
MA_0000398|efferent duct|
MA_0000399|male reproductive gland|
MA_0000400|ampullary gland|
MA_0000401|bulbourethral gland|
MA_0000402|coagulating gland|406
MA_0000403|male preputial gland|
MA_0000404|prostate gland|
MA_0000405|vesicular gland|
MA_0000406|os penis|
MA_0000407|prepuce|
MA_0000408|penis|
MA_0000409|scrotum|
MA_0000410|seminal vesicle|
MA_0000411|testis|
MA_0000412|seminiferous tubule|
MA_0000413|vas deferens|1478
MA_0000414|larynx|
MA_0000415|lung|
MA_0000416|alveolar system|
MA_0000417|alveolar duct|
MA_0000418|alveolar sac|
MA_0000419|alveolar atrium|
MA_0000420|alveolus|
MA_0000421|interalveolar septum|
MA_0000422|bronchiole|
MA_0000423|respiratory bronchiole|
MA_0000424|terminal bronchiole|
MA_0000425|left lung|
MA_0000426|right lung|
MA_0000427|right lung accessory lobe|1028
MA_0000428|right lung caudal lobe|1063
MA_0000429|right lung cranial lobe|1047
MA_0000430|right lung middle lobe|
MA_0000431|paranasal sinus|
MA_0000432|pharynx|
MA_0000433|pleura|
MA_0000434|respiratory tract|
MA_0000435|lower respiratory tract|
MA_0000436|bronchus|
MA_0000437|lobar bronchus|
MA_0000438|main bronchus|
MA_0000439|segmental bronchus|
MA_0000440|terminal bronchus|
MA_0000441|trachea|
MA_0000442|upper respiratory tract|
MA_0000443|nasopharynx|
MA_0000444|left hepatic recess|
MA_0000445|omental bursa|
MA_0000446|omental bursa inferior recess|
MA_0000447|omental bursa superior recess|
MA_0000448|peritoneal cavity greater sac|
MA_0000449|peritoneal cavity lining|
MA_0000450|right hepatic recess|
MA_0000451|elbow joint|
MA_0000452|hand joint|
MA_0000453|metacarpo-phalangeal joint|
MA_0000454|hand digit 1|1869
MA_0000455|hand digit 2|
MA_0000456|hand digit 3|
MA_0000457|hand digit 4|
MA_0000458|hand digit 5|
MA_0000459|shoulder joint|
MA_0000460|wrist joint|
MA_0000461|radio-carpal joint|
MA_0000462|radio-ulnar joint|
MA_0000463|ankle joint|
MA_0000464|foot joint|
MA_0000465|foot digit 1|
MA_0000466|foot digit 2|
MA_0000467|foot digit 3|
MA_0000468|foot digit 4|
MA_0000469|foot digit 5|
MA_0000470|hip joint|
MA_0000471|knee joint|
MA_0000472|abdominal fat pad|
MA_0000473|subcutaneous adipose tissue|
MA_0000474|abdominal aorta|
MA_0000475|arch of aorta|824
MA_0000476|dorsal aorta|
MA_0000477|common dorsal aorta|
MA_0000478|left dorsal aorta|
MA_0000479|right dorsal aorta|
MA_0000480|inferior vena cava|
MA_0000481|superior vena cava|
MA_0000482|dorsal mesocardium|
MA_0000483|parietal serous pericardium|
MA_0000484|visceral serous pericardium|423
MA_0000485|yellow elastic cartilage|
MA_0000486|white fibrocartilage|
MA_0000487|articular cartilage|
MA_0000488|heart apex|
MA_0000489|outflow tract myocardium|
MA_0000490|outflow tract endothelium|
MA_0000491|outflow tract pericardium|
MA_0000492|outflow tract smooth muscle|
MA_0000493|back blood vessel|
MA_0000494|back bone|
MA_0000495|back connective tissue|
MA_0000496|back muscle|
MA_0000497|back nerve|
MA_0000498|back skin|
MA_0000499|lower back blood vessel|
MA_0000500|lower back bone|
MA_0000501|lower back connective tissue|
MA_0000502|lower back muscle|
MA_0000503|lower back nerve|
MA_0000504|lower back skin|
MA_0000505|upper back blood vessel|
MA_0000506|upper back bone|
MA_0000507|upper back connective tissue|
MA_0000508|upper back muscle|
MA_0000509|upper back nerve|
MA_0000510|upper back skin|
MA_0000511|trunk blood vessel|
MA_0000512|trunk bone|
MA_0000513|trunk connective tissue|
MA_0000514|trunk muscle|
MA_0000515|trunk nerve|
MA_0000516|trunk organ|
MA_0000517|trunk skin|
MA_0000518|abdomen blood vessel|
MA_0000519|abdomen connective tissue|
MA_0000520|abdomen muscle|
MA_0000521|abdomen nerve|
MA_0000522|abdomen organ|
MA_0000523|abdomen skin|
MA_0000524|abdomen/pelvis/perineum blood vessel|
MA_0000525|abdomen/pelvis/perineum bone|
MA_0000526|abdomen/pelvis/perineum connective tissue|
MA_0000527|abdomen/pelvis/perineum muscle|
MA_0000528|abdomen/pelvis/perineum nerve|
MA_0000529|abdomen/pelvis/perineum organ|
MA_0000530|abdomen/pelvis/perineum skin|
MA_0000531|pelvis blood vessel|
MA_0000532|pelvis bone|
MA_0000533|pelvis connective tissue|
MA_0000534|pelvis muscle|
MA_0000535|gluteal muscle|
MA_0000536|iliac region muscle|
MA_0000537|pelvic girdle muscle|
MA_0000538|perineal muscle|
MA_0000539|urogenital muscle|
MA_0000540|female urogenital muscle|
MA_0000541|male urogenital muscle|
MA_0000542|pelvis nerve|
MA_0000543|pelvis organ|
MA_0000544|female reproductive gland/organ|
MA_0000545|male reproductive gland/organ|
MA_0000546|pelvis skin|
MA_0000547|chest bone|
MA_0000548|chest muscle|
MA_0000549|chest blood vessel|
MA_0000550|chest connective tissue|
MA_0000551|chest nerve|
MA_0000552|chest organ|
MA_0000553|chest skin|
MA_0000554|thoracic cavity blood vessel|
MA_0000555|thoracic cavity connective tissue|
MA_0000556|thoracic cavity nerve|
MA_0000557|thoracic cavity organ|
MA_0000558|thorax blood vessel|404
MA_0000559|thorax bone|452
MA_0000560|thorax connective tissue|1584
MA_0000561|thorax muscle|1543
MA_0000562|thorax nerve|1556
MA_0000563|thorax organ|1514
MA_0000564|thorax skin|1525
MA_0000565|mesothelium|
MA_0000566|parietal mesothelium|
MA_0000567|visceral mesothelium|
MA_0000568|head/neck blood vessel|
MA_0000569|head/neck bone|
MA_0000570|head/neck connective tissue|
MA_0000571|head/neck muscle|
MA_0000572|head/neck nerve/ganglion|
MA_0000573|head/neck organ|
MA_0000574|head/neck skin|
MA_0000575|head blood vessel|
MA_0000576|head bone|
MA_0000577|head connective tissue|
MA_0000578|head muscle|
MA_0000579|cranial/facial muscle|
MA_0000580|head nerve/ganglion|
MA_0000581|head organ|
MA_0000582|head skin|
MA_0000583|neck blood vessel|
MA_0000584|neck bone|
MA_0000585|neck connective tissue|
MA_0000586|neck cartilage|
MA_0000587|neck muscle|
MA_0000588|neck nerve|
MA_0000589|neck organ|
MA_0000590|neck skin|
MA_0000591|arm blood vessel|
MA_0000592|arm bone|
MA_0000593|arm connective tissue|
MA_0000594|arm muscle|
MA_0000595|arm nerve|
MA_0000596|arm skin|
MA_0000597|lower arm blood vessel|
MA_0000598|lower arm bone|
MA_0000599|lower arm connective tissue|
MA_0000600|lower arm muscle|
MA_0000601|lower arm nerve|
MA_0000602|lower arm skin|
MA_0000603|upper arm blood vessel|
MA_0000604|upper arm bone|
MA_0000605|upper arm connective tissue|
MA_0000606|upper arm muscle|
MA_0000607|upper arm nerve|
MA_0000608|upper arm skin|
MA_0000609|elbow connective tissue|
MA_0000610|elbow skin|
MA_0000611|forelimb blood vessel|
MA_0000612|forelimb bone|
MA_0000613|forelimb connective tissue|
MA_0000614|forelimb joint|
MA_0000615|forelimb muscle|
MA_0000616|forelimb nerve|
MA_0000617|forelimb skin|
MA_0000618|hand blood vessel|
MA_0000619|hand bone|
MA_0000620|hand connective tissue|
MA_0000621|hand digit blood vessel|
MA_0000622|hand digit bone|
MA_0000623|hand digit connective tissue|
MA_0000624|hand digit muscle|
MA_0000625|hand digit nerve|
MA_0000626|hand digit skin|
MA_0000627|hand interdigit region|
MA_0000628|hand muscle|
MA_0000629|hand nerve|
MA_0000630|hand skin|
MA_0000631|shoulder bone|
MA_0000632|shoulder connective tissue|
MA_0000633|shoulder muscle|
MA_0000634|shoulder nerve|
MA_0000635|shoulder skin|
MA_0000636|wrist connective tissue|
MA_0000637|wrist nerve|
MA_0000638|wrist skin|
MA_0000639|ankle connective tissue|
MA_0000640|ankle nerve|
MA_0000641|ankle skin|
MA_0000642|foot blood vessel|
MA_0000643|foot bone|
MA_0000644|foot connective tissue|
MA_0000645|foot digit blood vessel|
MA_0000646|foot digit bone|
MA_0000647|foot digit connective tissue|
MA_0000648|foot digit muscle|
MA_0000649|foot digit nerve|
MA_0000650|foot digit skin|
MA_0000651|foot interdigit region|
MA_0000652|foot muscle|
MA_0000653|foot nerve|
MA_0000654|foot skin|
MA_0000655|hip bone|
MA_0000656|hip connective tissue|
MA_0000657|hip muscle|
MA_0000658|hip skin|
MA_0000659|hindlimb blood vessel|
MA_0000660|hindlimb bone|
MA_0000661|hindlimb connective tissue|
MA_0000662|hindlimb joint|
MA_0000663|hindlimb muscle|
MA_0000664|hindlimb nerve|
MA_0000665|hindlimb skin|
MA_0000666|knee bone|
MA_0000667|knee connective tissue|
MA_0000668|knee skin|
MA_0000669|leg blood vessel|
MA_0000670|leg bone|
MA_0000671|leg connective tissue|
MA_0000672|leg muscle|
MA_0000673|leg nerve|
MA_0000674|leg skin|
MA_0000675|lower leg blood vessel|
MA_0000676|lower leg bone|
MA_0000677|lower leg connective tissue|
MA_0000678|lower leg muscle|
MA_0000679|lower leg nerve|
MA_0000680|lower leg skin|
MA_0000681|upper leg blood vessel|
MA_0000682|upper leg bone|
MA_0000683|upper leg connective tissue|
MA_0000684|upper leg muscle|
MA_0000685|upper leg nerve|
MA_0000686|upper leg skin|
MA_0000687|limb blood vessel|
MA_0000688|limb bone|
MA_0000689|limb connective tissue|
MA_0000690|limb digit|
MA_0000691|limb joint|
MA_0000692|limb muscle|
MA_0000693|limb nerve|
MA_0000694|limb skin|
MA_0000695|tail blood vessel|
MA_0000696|tail bone|
MA_0000697|tail connective tissue|
MA_0000698|tail intervertebral disc|
MA_0000699|tail muscle|
MA_0000700|tail skin|
MA_0000701|aorta endothelium|
MA_0000702|aorta smooth muscle|
MA_0000703|arterial system endothelium|
MA_0000704|arterial system smooth muscle|
MA_0000705|arteriole endothelium|
MA_0000706|arteriole smooth muscle|
MA_0000707|artery endothelium|
MA_0000708|artery smooth muscle|
MA_0000709|blood vessel endothelium|
MA_0000710|blood vessel smooth muscle|
MA_0000711|capillary endothelium|
MA_0000712|vein endothelium|
MA_0000713|vena cava endothelium|
MA_0000714|venous system endothelium|
MA_0000715|venous system smooth muscle|
MA_0000716|venule endothelium|
MA_0000717|cardiovascular system endothelium|
MA_0000718|left adrenal gland|
MA_0000719|right adrenal gland|
MA_0000720|neuroendocrine gland|
MA_0000721|pancreas lobe|
MA_0000722|pancreas left lobe|
MA_0000723|pancreas right lobe|
MA_0000724|pancreas parenchyma|
MA_0000725|foramen caecum|
MA_0000726|thyroid gland follicle|
MA_0000727|thyroid gland isthmus|
MA_0000728|thyroid gland left lobe|
MA_0000729|thyroid gland right lobe|
MA_0000730|thyroid gland parenchyma|
MA_0000731|peyer's patch epithelium|
MA_0000732|peyer's patch follicle|
MA_0000733|peyer's patch dome|
MA_0000734|peyer's patch germinal center|
MA_0000735|axillary lymph node|
MA_0000736|cervical lymph node|
MA_0000737|inguinal lymph node|
MA_0000738|popliteal lymph node|
MA_0000739|lymph node capsule|
MA_0000740|lymph node cortex|
MA_0000741|lymph node endothelium|
MA_0000742|lymph node follicle|
MA_0000743|lymph node primary follicle|
MA_0000744|lymph node secondary follicle|1413
MA_0000745|lymph node medulla|
MA_0000746|lymph node trabeculum|
MA_0000747|lymph organ|
MA_0000748|afferent lymphatic vessel|
MA_0000749|efferent lymphatic vessel|
MA_0000750|lymphatic vessel endothelium|
MA_0000751|lymphatic vessel smooth muscle|
MA_0000752|oropharyngeal lymphoid tissue|1942
MA_0000753|spleen capsule|
MA_0000754|spleen marginal sinus|
MA_0000755|spleen marginal zone|
MA_0000756|spleen red pulp|
MA_0000757|spleen smooth muscle|
MA_0000758|spleen trabeculum|
MA_0000759|spleen trabecular artery|
MA_0000760|spleen trabecular vein|
MA_0000761|spleen venous sinus|
MA_0000762|spleen white pulp|
MA_0000763|spleen central arteriole|
MA_0000764|spleen germinal center|
MA_0000765|spleen periarteriolar lymphatic sheath|294
MA_0000766|thymus capsule|
MA_0000767|thymus cortex|
MA_0000768|thymus epithelium|
MA_0000769|thymus subcapsular epithelium|
MA_0000770|thymus lobule|
MA_0000771|thymus medulla|
MA_0000772|hassall's corpuscle|
MA_0000773|lingual tonsillar tissue|
MA_0000774|nasopharyngeal tonsil|
MA_0000775|palatine tonsil|
MA_0000776|tonsil capsule|
MA_0000777|tonsil crypt|
MA_0000778|arrector pili smooth muscle|
MA_0000779|hair inner root sheath|
MA_0000780|hair outer root sheath|
MA_0000781|hair root sheath matrix|
MA_0000782|vibrissa hair|
MA_0000783|vibrissa hair bulb|
MA_0000784|vibrissa root sheath|
MA_0000785|vibrissa inner root sheath|
MA_0000786|vibrissa outer root sheath|
MA_0000787|abdominal mammary gland|
MA_0000788|areola|
MA_0000789|cervical mammary gland|
MA_0000790|inguinal mammary gland|
MA_0000791|lactiferous duct|
MA_0000792|mammary gland epithelium|
MA_0000793|mammary gland lobule|
MA_0000794|mammary gland sebaceous gland|
MA_0000795|mammary gland smooth muscle|
MA_0000796|nipple|
MA_0000797|thoracic mammary gland|
MA_0000798|dermis adipose tissue|
MA_0000799|dermis connective tissue|
MA_0000800|dermis papillary layer|
MA_0000801|dermis reticular layer|
MA_0000802|superficial dermis|
MA_0000803|epidermis stratum basale|851,852
MA_0000804|epidermis stratum corneum|
MA_0000805|epidermis stratum granulosum|810
MA_0000806|epidermis stratum lucidum|
MA_0000807|epidermis stratum spinosum|778
MA_0000808|epidermis suprabasal layer|
MA_0000809|brain ependyma|
MA_0000810|brain grey matter|
MA_0000811|brain nucleus|
MA_0000812|brain marginal zone|
MA_0000813|brain meninges|
MA_0000814|brain arachnoid matter|
MA_0000815|brain dura mater|
MA_0000816|brain pia mater|
MA_0000817|brain subventricular zone|358
MA_0000818|brain ventricle|
MA_0000819|brain ventricular zone|244
MA_0000820|brain white matter|
MA_0000821|brainstem nucleus|
MA_0000822|brainstem periaqueductal grey|
MA_0000823|choroid plexus|
MA_0000824|choroid plexus epithelium|
MA_0000825|choroid plexus stroma|
MA_0000826|diencephalon meninges|
MA_0000827|diencephalon arachnoid mater|
MA_0000828|diencephalon dura mater|
MA_0000829|diencephalon pia mater|
MA_0000830|habenula|1648
MA_0000831|lateral habenular nucleus|
MA_0000832|medial habenular nucleus|
MA_0000833|hypothalamus lateral zone|
MA_0000834|lateral hypothalamic area|1715
MA_0000835|lateral preoptic area|
MA_0000836|perifornical nucleus|
MA_0000837|hypothalamus medial zone|
MA_0000838|dorsomedial hypothalamic nucleus|
MA_0000839|medial preoptic region|
MA_0000840|medial preoptic nucleus|
MA_0000841|retrochiasmatic area|
MA_0000842|subparaventricular zone|
MA_0000843|suprachiasmatic nucleus|
MA_0000844|tuberal area|1143,1144
MA_0000845|ventromedial hypothalamic nucleus|
MA_0000846|hypothalamus periventricular zone|
MA_0000847|arcuate nucleus|
MA_0000848|paraventricular hypothalamic nucleus|
MA_0000849|supraoptic nucleus|
MA_0000850|lateral mammillary nucleus|
MA_0000851|medial mammillary nucleus|
MA_0000852|supramammillary nucleus|
MA_0000853|tuberomammillary nucleus|
MA_0000854|pars anterior|1369,1370,1371
MA_0000855|pars intermedia|
MA_0000856|pars tuberalis|
MA_0000857|remnant of Rathke's pouch|1412
MA_0000858|infundibulum|
MA_0000859|median eminence|
MA_0000860|pars posterior|1733,1734,1735
MA_0000861|anterior thalamic group|
MA_0000862|lateral thalamic group|
MA_0000863|medial thalamic group|
MA_0000864|midline thalamic group|
MA_0000865|nucleus reuniens|
MA_0000866|paraventricular thalamic nucleus|
MA_0000867|ventral posterior thalamic group|
MA_0000868|geniculate thalamic group|
MA_0000869|lateral geniculate nucleus|
MA_0000870|medial geniculate nucleus|
MA_0000871|intralaminar thalamic group|
MA_0000872|central medial nucleus|
MA_0000873|paracentral nucleus|
MA_0000874|parafascicular nucleus|
MA_0000875|peripeduncular nucleus|
MA_0000876|reticular thalamic nucleus|
MA_0000877|subthalamic nucleus|
MA_0000878|zona incerta|
MA_0000879|third ventricle choroid plexus|439
MA_0000880|third ventricle choroid plexus epithelium|
MA_0000881|third ventricle choroid plexus stroma|
